"No.","Time","Source","Destination","Protocol","Length","Info"
"2766","47.332284","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2767","47.339685","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2768","47.339791","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2769","47.348951","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2770","47.355621","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2772","47.363219","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2773","47.372031","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2774","47.378844","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2775","47.388414","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2776","47.395546","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2778","47.402440","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2779","47.412030","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2780","47.418596","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2781","47.425372","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2782","47.426462","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2783","47.434397","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2784","47.441145","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2785","47.441294","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2786","47.450000","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2787","47.456670","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2788","47.465984","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2789","47.472837","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2790","47.482144","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2791","47.488880","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2792","47.498054","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2793","47.503954","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2794","47.511087","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2795","47.519628","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2796","47.519984","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2797","47.527473","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2799","47.534650","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2800","47.543133","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2801","47.544070","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2802","47.550987","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2803","47.558172","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2804","47.567784","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2806","47.574857","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2807","47.581835","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2808","47.591391","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2809","47.598620","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2810","47.603443","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2811","47.612981","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2812","47.620993","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2813","47.621951","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2814","47.628970","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2815","47.637873","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2816","47.644683","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2817","47.644740","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2818","47.651735","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2819","47.660995","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2820","47.667937","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2821","47.677515","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2822","47.684317","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2823","47.684573","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2825","47.691250","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2826","47.700116","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2827","47.707064","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2829","47.716396","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2831","47.722787","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2832","47.722939","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2833","47.730290","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2834","47.739203","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2835","47.746360","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2836","47.746469","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2837","47.753392","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2839","47.762629","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2840","47.767341","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2841","47.778570","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2842","47.785134","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2843","47.794219","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2844","47.801099","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2845","47.808354","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2846","47.817446","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2847","47.824381","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2848","47.825175","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2849","47.831508","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2850","47.840181","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2851","47.847177","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2852","47.847897","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2853","47.855878","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2854","47.863879","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2855","47.872975","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2856","47.880499","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2857","47.887871","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2858","47.895676","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2859","47.902873","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2860","47.910132","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2861","47.917628","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2862","47.926753","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2863","47.927731","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2864","47.935284","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2865","47.940827","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2866","47.951296","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2867","47.953827","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2868","47.957812","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2869","47.965642","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2870","47.972404","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2871","47.979966","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2872","47.989547","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2873","47.997626","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2874","48.004644","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2875","48.012835","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2876","48.019858","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2877","48.020057","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2878","48.027578","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2879","48.034671","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2880","48.044819","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2881","48.050699","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2882","48.050861","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2883","48.058085","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2884","48.066787","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2885","48.074020","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2886","48.082061","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2887","48.089931","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2888","48.095753","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2889","48.105788","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2890","48.113714","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2891","48.120395","192.168.0.217","85.236.96.230","UDP","74","52851  >  54004 Len=32"
"2892","48.120459","192.168.0.217","85.236.96.230","UDP","70","52851  >  54004 Len=28"
"2893","48.120834","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2894","48.121355","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2895","48.128750","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2896","48.138912","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2897","48.143968","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2898","48.151916","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2899","48.152298","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2900","48.159879","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2901","48.169750","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2902","48.177648","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2912","48.184482","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2913","48.192144","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2914","48.199179","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2915","48.206673","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2916","48.206969","85.236.96.230","192.168.0.217","UDP","70","54004  >  52851 Len=28"
"2917","48.214661","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2918","48.222764","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2919","48.224693","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2920","48.231945","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2921","48.237882","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2922","48.246929","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2923","48.254119","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2924","48.254446","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2925","48.262103","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2927","48.269857","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2928","48.278626","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2929","48.284960","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2930","48.292959","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2931","48.301918","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2932","48.309060","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2933","48.316942","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2934","48.324414","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2935","48.325649","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2936","48.332667","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2937","48.339949","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2938","48.347339","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2939","48.355412","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2940","48.356145","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2941","48.363571","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2942","48.372819","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2943","48.379524","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2945","48.386542","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2946","48.395613","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2947","48.402672","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2948","48.410658","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2949","48.417985","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2950","48.425750","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2951","48.427097","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2952","48.434065","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2953","48.441661","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2954","48.451088","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2955","48.457373","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2956","48.457596","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2957","48.464867","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2958","48.472049","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2959","48.481573","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2960","48.488677","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2961","48.495588","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2962","48.505057","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2963","48.509520","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2964","48.519181","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2965","48.519454","192.207.0.1","192.168.0.217","IDN","88","Unknown (0x9c)"
"2966","48.527093","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2967","48.534595","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2968","48.542537","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2969","48.552163","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2970","48.558463","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2971","48.559117","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2972","48.566543","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2973","48.573700","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2974","48.583376","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2975","48.590394","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2976","48.597774","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2977","48.604832","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2978","48.614085","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2979","48.621265","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2980","48.621527","192.207.0.1","192.168.0.217","IDN","103","Unknown (0x9c)"
"2981","48.629314","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2982","48.630300","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2983","48.632922","192.168.0.217","192.207.0.1","IDN","86","Unknown (0x98)"
"2984","48.637371","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2985","48.644515","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2986","48.651809","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2987","48.660501","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"2988","48.661531","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2989","48.667944","192.207.0.1","192.168.0.217","IDN","77","Unknown (0x9c)"
"2991","48.669976","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2992","48.675471","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2993","48.683945","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2994","48.690899","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2995","48.700645","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2996","48.708020","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2998","48.715747","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"2999","48.722597","192.207.0.1","192.168.0.217","IDN","89","Unknown (0x9c)"
"3000","48.722688","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3001","48.729853","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3002","48.738028","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3003","48.745962","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3004","48.754905","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3005","48.761618","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"3006","48.762741","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3007","48.769834","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3008","48.777713","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3009","48.784754","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3010","48.793816","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3011","48.801880","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3012","48.808828","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3013","48.816745","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3014","48.823663","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3015","48.824558","192.207.0.1","192.168.0.217","IDN","82","Unknown (0x9c)"
"3016","48.833749","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3017","48.840646","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3018","48.848957","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3019","48.856251","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3020","48.863663","192.207.0.1","192.168.0.217","IDN","81","Unknown (0x9c)"
"3021","48.864297","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3022","48.872271","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3023","48.880232","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3024","48.887795","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
"3026","48.895222","192.168.0.217","192.207.0.1","IDN","117","Unknown (0x98)"
